exit_id,feature,training_cliffs_delta,training_absolute_cliffs_delta,heldout_cliffs_delta,heldout_absolute_cliffs_delta,effect_direction_survived,heldout_to_training_abs_effect_ratio
end_of_session_1555,obs_premium_momentum_15m_pct,0.0008880874311711917,0.0008880874311711917,-0.005575959527168384,0.005575959527168384,False,6.2786155185361885
end_of_session_1555,obs_premium_velocity_15m_pct_per_minute,0.000872940518072296,0.000872940518072296,-0.005575959527168384,0.005575959527168384,False,6.387559532099287
end_of_session_1555,obs_valid_nbbo_rate_5m,-0.0007605344787589008,0.0007605344787589008,0.0014836795252226587,0.0014836795252226587,False,1.9508379523356287
end_of_session_1555,obs_directional_ma_gap_pct,-0.00024940671433104633,0.00024940671433104633,0.043864922375213444,0.043864922375213444,False,175.8770708834646
end_of_session_1555,obs_option_macd_histogram,-0.00017799586279887425,0.00017799586279887425,0.05286430361618333,0.05286430361618333,False,296.9973727755524
end_of_session_1555,obs_underlying_return_5m_pct,3.26854440557689e-05,3.26854440557689e-05,0.049612054288077134,0.049612054288077134,True,1517.8638602378337
end_of_session_1555,obs_premium_underlying_divergence_15m_pct,7.174853573266304e-06,7.174853573266304e-06,0.037681811548377686,0.037681811548377686,True,5251.92760571186
end_of_session_1555,entry_quote_age_seconds,0.0,0.0,0.0,0.0,True,
end_of_session_1555,obs_mean_source_sequence_gap_5m,0.0,0.0,0.0,0.0,True,
end_of_session_1555,obs_quote_age_seconds,0.0,0.0,0.0,0.0,True,
end_of_session_1555,obs_quote_observations_5m,0.0,0.0,0.0,0.0,True,
end_of_session_1555,obs_source_sequence_gap_5m,0.0,0.0,0.0,0.0,True,
fixed_15m,obs_option_rsi_14,0.08799684502658689,0.08799684502658689,-0.060185932080342064,0.060185932080342064,False,0.6839555675224244
fixed_15m,obs_premium_momentum_60m_pct,0.08557712794289984,0.08557712794289984,0.013129015323850801,0.013129015323850801,True,0.15341733988327996
fixed_15m,obs_directional_opening_range_position_pct,0.08235669952537417,0.08235669952537417,-0.017504135454208147,0.017504135454208147,False,0.21254051649817643
fixed_15m,obs_option_bar_range_pct,0.08095388019060579,0.08095388019060579,0.1055627690398675,0.1055627690398675,True,1.3039865265422748
fixed_15m,entry_abs_delta,-0.07879866573732952,0.07879866573732952,-0.12832487373499124,0.12832487373499124,True,1.6285158198332224
fixed_15m,entry_theta_burden_pct_per_provider_unit,0.07876962395034681,0.07876962395034681,0.03571900296243191,0.03571900296243191,True,0.45346164131680666
fixed_15m,obs_theta_burden_pct_per_provider_unit,0.07489627933220477,0.07489627933220477,0.02775628809177877,0.02775628809177877,True,0.3705963545754375
fixed_15m,obs_relative_spread_pct,-0.07359188821401308,0.07359188821401308,-0.07304187029454501,0.07304187029454501,True,0.9925261067107212
fixed_15m,obs_option_vwap_deviation_pct,0.07319775357385971,0.07319775357385971,-0.03250865085101351,0.03250865085101351,False,0.4441208816362222
fixed_15m,obs_directional_distance_from_favorable_extreme_pct,0.07141541372099969,0.07141541372099969,-0.030391657389411963,0.030391657389411963,False,0.42556159526210663
fixed_15m,obs_directional_vwap_distance_pct,0.06988283713365862,0.06988283713365862,-0.00754130736959957,0.00754130736959957,False,0.10791358334773944
fixed_15m,entry_otm_pct,0.06820007301935016,0.06820007301935016,0.0977288022592473,0.0977288022592473,True,1.4329721059318963
fixed_15m,entry_premium_pct_underlying,-0.06711805901291112,0.06711805901291112,-0.06755728311665443,0.06755728311665443,True,1.0065440525277827
fixed_15m,obs_directional_underlying_return_60m_pct,0.06505975711411516,0.06505975711411516,0.01233683896471982,0.01233683896471982,True,0.18962319430552038
fixed_15m,obs_abs_delta,-0.06484035314812975,0.06484035314812975,-0.08916227962589074,0.08916227962589074,True,1.3751047811568333
fixed_15m,obs_option_smi_signal_3,0.06041947523387314,0.06041947523387314,-0.034309253800136386,0.034309253800136386,False,0.567850906803333
fixed_15m,obs_underlying_acceleration_5m_pct,0.05556772544724353,0.05556772544724353,-0.0024655483643728493,0.0024655483643728493,False,0.04437015091995554
fixed_15m,obs_option_atr_14_pct,0.054337866182026406,0.054337866182026406,0.05158827730748072,0.05158827730748072,True,0.9493982913253377
fixed_15m,obs_directional_ma_gap_pct,0.05109903683183603,0.05109903683183603,0.026707441386340403,0.026707441386340403,True,0.522660367831062
fixed_15m,entry_ask,-0.05080736167811739,0.05080736167811739,-0.03046713335974993,0.03046713335974993,True,0.5996598200231297
fixed_15m,obs_option_smi_10_3,0.05079765440404649,0.05079765440404649,-0.032286355357960206,0.032286355357960206,False,0.6355875234150242
fixed_15m,obs_gamma_delta_pp_per_1pct_spot,0.05052607122705699,0.05052607122705699,0.029775270298318723,0.029775270298318723,True,0.5893050770663107
fixed_15m,entry_gamma_delta_pp_per_1pct_spot,0.05048126389856944,0.05048126389856944,0.03049858168072417,0.03049858168072417,True,0.6041564597511682
fixed_15m,entry_midpoint,-0.05032692754489032,0.05032692754489032,-0.02875005503456174,0.02875005503456174,True,0.5712658498557741
fixed_15m,entry_bid,-0.049703773772777016,0.049703773772777016,-0.02691976275386654,0.02691976275386654,True,0.5416040012762696
fixed_15m,obs_iv_change_15m_points,0.04662245946450505,0.04662245946450505,-0.03536708977401004,0.03536708977401004,False,0.7585848147057959
fixed_15m,obs_midpoint,-0.04551428855919548,0.04551428855919548,-0.016717927429854562,0.016717927429854562,True,0.367311628042068
fixed_15m,obs_option_smi_gap,-0.042461699030740596,0.042461699030740596,0.011884528347784862,0.011884528347784862,False,0.2798881961642875
fixed_15m,obs_underlying_price,0.04159281755119659,0.04159281755119659,0.052559578844085575,0.052559578844085575,True,1.2636695934193445
fixed_15m,invalidation_distance_underlying_pct,-0.039860267516346415,0.039860267516346415,0.004471951242523087,0.004471951242523087,False,0.1121906981855847
fixed_15m,obs_distance_below_opening_range_low_pct,0.0395441269209067,0.0395441269209067,-0.004821027605336203,0.004821027605336203,False,0.12191513584252028
fixed_15m,obs_iv_change_5m_points,0.037332261100482045,0.037332261100482045,0.0012580716989534224,0.0012580716989534224,True,0.03369931694111016
fixed_15m,entry_relative_spread_pct,-0.035947923927113434,0.035947923927113434,-0.09357447905856309,0.09357447905856309,True,2.6030565561530326
fixed_15m,obs_premium_momentum_10m_pct,0.03366192040890836,0.03366192040890836,-0.013878144045889385,0.013878144045889385,False,0.41228022279491344
fixed_15m,obs_premium_acceleration_pct_per_minute2,0.03227621228716515,0.03227621228716515,-0.039568277449666955,0.039568277449666955,False,1.2259269178682886
fixed_15m,obs_implied_volatility,-0.030696339075309553,0.030696339075309553,-0.03436986999264113,0.03436986999264113,True,1.1196732583751776
fixed_15m,obs_directional_underlying_acceleration_5m_pct,-0.030530386006837218,0.030530386006837218,0.0010315049279518984,0.0010315049279518984,False,0.03378617380471033
fixed_15m,entry_implied_volatility,-0.030004314779780272,0.030004314779780272,-0.03543911290576196,0.03543911290576196,True,1.1811338857717946
fixed_15m,obs_log1p_premium_turnover,0.02937372362151125,0.02937372362151125,0.051358231580563185,0.051358231580563185,True,1.7484413022444327
fixed_15m,obs_premium_turnover,0.02937202178352627,0.02937202178352627,0.05136142967705615,0.05136142967705615,True,1.7486514907143014
fixed_15m,obs_delta_distance_050,-0.028820239636230927,0.028820239636230927,-0.05551257618355754,0.05551257618355754,True,1.9261663637859119
fixed_15m,obs_spread_change_5m_pct_points,-0.028420292741212827,0.028420292741212827,-0.010211269820304292,0.010211269820304292,True,0.3592950260324633
fixed_15m,obs_distance_from_session_low_pct,-0.025480434133227092,0.025480434133227092,0.051644432703737975,0.051644432703737975,False,2.0268270326050843
fixed_15m,obs_quote_update_count_5m,0.025034020379036903,0.025034020379036903,0.059267505707870205,0.059267505707870205,True,2.3674785276399266
fixed_15m,obs_delta,-0.02465232832155062,0.02465232832155062,-0.02471523545357912,0.02471523545357912,True,1.0025517724414497
fixed_15m,obs_directional_underlying_return_15m_pct,-0.024408377310896512,0.024408377310896512,0.022831481027227873,0.022831481027227873,False,0.9353952840214137
fixed_15m,obs_opening_range_width_pct,-0.02366822662551027,0.02366822662551027,0.007733142127541726,0.007733142127541726,False,0.32673094819899734
fixed_15m,entry_delta_distance_050,-0.023136347041056826,0.023136347041056826,-0.07507028699737717,0.07507028699737717,True,3.2446905669317836
fixed_15m,entry_minutes_from_open,0.022112416608583096,0.022112416608583096,0.009280399519469684,0.009280399519469684,True,0.41969178148838915
fixed_15m,obs_calculated_gamma,0.020382355869760005,0.020382355869760005,-0.019435062362020528,0.019435062362020528,False,0.9535238461249264
fixed_15m,entry_calculated_gamma,0.020090278469248934,0.020090278469248934,-0.01795070161204093,0.01795070161204093,False,0.8935018814954241
fixed_15m,obs_premium_underlying_divergence_15m_pct,-0.019496166484118338,0.019496166484118338,0.023567371738022924,0.023567371738022924,False,1.2088208088098247
fixed_15m,obs_directional_underlying_return_10m_pct,0.019394105347007917,0.019394105347007917,-0.007836921586756529,0.007836921586756529,False,0.4040878115558753
fixed_15m,obs_underlying_ma_gap_pct,-0.01822370706794485,0.01822370706794485,0.04453892245344471,0.04453892245344471,False,2.4440100078094327
fixed_15m,obs_underlying_return_5m_pct,0.017646619535995223,0.017646619535995223,0.02430011761672035,0.02430011761672035,True,1.377040943572986
fixed_15m,obs_premium_velocity_15m_pct_per_minute,0.017072421919081204,0.017072421919081204,0.028715461881490212,0.028715461881490212,True,1.6819793944640051
fixed_15m,obs_premium_momentum_15m_pct,0.017066613561684818,0.017066613561684818,0.02875319986665903,0.02875319986665903,True,1.6847630470294959
fixed_15m,obs_delta_drift_5m,0.016896504491447972,0.016896504491447972,0.0009797372522823977,0.0009797372522823977,True,0.0579846117152979
fixed_15m,obs_underlying_rsi_14,-0.016326697763880516,0.016326697763880516,0.05140100942293824,0.05140100942293824,False,3.148279594949842
fixed_15m,obs_distance_from_session_high_pct,0.015075176740017904,0.015075176740017904,0.020362787830757734,0.020362787830757734,True,1.3507495256558797
fixed_15m,obs_premium_momentum_30m_pct,0.01280410899797535,0.01280410899797535,0.04984873357611441,0.04984873357611441,True,3.893182538823806
fixed_15m,obs_theta,-0.012776726741677402,0.012776726741677402,-0.01243781094527363,0.01243781094527363,True,0.9734739731657377
fixed_15m,obs_relative_trade_count_6bar,-0.012457270351594163,0.012457270351594163,0.03095811266249404,0.03095811266249404,False,2.485144159894733
fixed_15m,obs_directional_macd_histogram,0.012400358473656947,0.012400358473656947,0.05850791363158847,0.05850791363158847,True,4.718243731089018
fixed_15m,entry_theta,-0.01227139964817947,0.01227139964817947,-0.011151574617431215,0.011151574617431215,True,0.9087451258329454
fixed_15m,obs_directional_underlying_return_5m_pct,-0.010903946363968298,0.010903946363968298,0.007060148058695148,0.007060148058695148,False,0.6474855821031141
fixed_15m,obs_underlying_realized_volatility_proxy_30m_pct,-0.010458362375120323,0.010458362375120323,0.03756187457151672,0.03756187457151672,False,3.5915636907814235
fixed_15m,obs_underlying_macd_histogram,-0.01026366680816948,0.01026366680816948,0.059150380705150996,0.059150380705150996,False,5.763084656846965
fixed_15m,obs_underlying_vwap_proxy_distance_pct,-0.008853596202993752,0.008853596202993752,0.059563119925027275,0.059563119925027275,False,6.727562287614452
fixed_15m,obs_underlying_return_60m_pct,-0.007380634388445717,0.007380634388445717,0.0580542502672734,0.0580542502672734,False,7.865753431460654
fixed_15m,obs_underlying_return_10m_pct,-0.006624846493411662,0.006624846493411662,0.03861853815624783,0.03861853815624783,False,5.829348377302559
fixed_15m,obs_opening_range_width_vs_prior5,-0.006264714097601876,0.006264714097601876,0.0461692800221396,0.0461692800221396,False,7.369734564553096
fixed_15m,obs_directional_underlying_return_30m_pct,-0.006153539778950501,0.006153539778950501,0.05454082306545649,0.05454082306545649,False,8.863325016931725
fixed_15m,obs_distance_above_opening_range_high_pct,-0.0060050117826678795,0.0060050117826678795,-0.002902680025913429,0.002902680025913429,True,0.48337624154066844
fixed_15m,obs_delta_drift_15m,-0.005306078465001307,0.005306078465001307,0.04298071828422678,0.04298071828422678,False,8.100279437578237
fixed_15m,obs_option_macd_histogram,0.0051052418538757305,0.0051052418538757305,0.04170188785573403,0.04170188785573403,True,8.16844510981891
fixed_15m,obs_premium_momentum_5m_pct,-0.0032236383550732217,0.0032236383550732217,-0.0026290796334383915,0.0026290796334383915,True,0.8155628342431341
fixed_15m,obs_underlying_return_15m_pct,0.0031846393839822795,0.0031846393839822795,0.07409853387927612,0.07409853387927612,True,23.267480221455564
fixed_15m,obs_relative_volume_6bar,0.0024554622307435547,0.0024554622307435547,0.020317766008666416,0.020317766008666416,True,8.274517829791199
fixed_15m,obs_underlying_return_30m_pct,-0.0010869925984930973,0.0010869925984930973,0.09125359297067126,0.09125359297067126,False,83.95051916377032
fixed_15m,entry_quote_age_seconds,0.0,0.0,0.0,0.0,True,
fixed_15m,obs_mean_source_sequence_gap_5m,0.0,0.0,0.0,0.0,True,
fixed_15m,obs_quote_age_seconds,0.0,0.0,0.0,0.0,True,
fixed_15m,obs_quote_observations_5m,0.0,0.0,0.0,0.0,True,
fixed_15m,obs_source_sequence_gap_5m,0.0,0.0,0.0,0.0,True,
fixed_15m,obs_valid_nbbo_rate_5m,0.0,0.0,0.001474926253687281,0.001474926253687281,False,
fixed_30m,obs_log1p_premium_turnover,0.06349501755241227,0.06349501755241227,0.031739382409635475,0.031739382409635475,True,0.4998720156811682
fixed_30m,obs_premium_turnover,0.06349419407541235,0.06349419407541235,0.03174253209529687,0.03174253209529687,True,0.499928104569626
fixed_30m,obs_option_rsi_14,0.06139361254462994,0.06139361254462994,-0.06760996921854834,0.06760996921854834,False,1.101254127526694
fixed_30m,obs_directional_macd_histogram,-0.05829253365973075,0.05829253365973075,-0.04450095359186268,0.04450095359186268,True,0.7634074348462319
fixed_30m,obs_option_macd_histogram,-0.052095399328759395,0.052095399328759395,-0.05679053770656828,0.05679053770656828,True,1.0901257776752835
fixed_30m,entry_abs_delta,-0.04985006712812223,0.04985006712812223,-0.12497833085685983,0.12497833085685983,True,2.5070845047338968
fixed_30m,entry_theta_burden_pct_per_provider_unit,0.04552974941514121,0.04552974941514121,0.08931401684001972,0.08931401684001972,True,1.9616628245776766
fixed_30m,obs_theta_burden_pct_per_provider_unit,0.042071244241854266,0.042071244241854266,0.0833952451708766,0.0833952451708766,True,1.9822386210273157
fixed_30m,obs_opening_range_width_vs_prior5,-0.03891132377269013,0.03891132377269013,0.05106488360574546,0.05106488360574546,False,1.3123399220250966
fixed_30m,obs_directional_underlying_return_15m_pct,-0.03701291914879934,0.03701291914879934,-0.013063397721644332,0.013063397721644332,True,0.3529415680272842
fixed_30m,obs_abs_delta,-0.03515584175449593,0.03515584175449593,-0.10660289747399698,0.10660289747399698,True,3.0322954067900816
fixed_30m,obs_directional_opening_range_position_pct,0.03449259982795905,0.03449259982795905,-0.029364784546805356,0.029364784546805356,False,0.8513357848718268
fixed_30m,entry_otm_pct,0.033189429933514925,0.033189429933514925,0.1124845220406141,0.1124845220406141,True,3.3891670410110426
fixed_30m,obs_spread_change_5m_pct_points,0.03260256131973094,0.03260256131973094,0.004110946012877648,0.004110946012877648,True,0.12609273156675943
fixed_30m,obs_directional_underlying_return_30m_pct,-0.0317029640884644,0.0317029640884644,-0.007076523031203541,0.007076523031203541,True,0.2232132936042545
fixed_30m,invalidation_distance_underlying_pct,-0.03116995875841111,0.03116995875841111,-0.0113453442298167,0.0113453442298167,True,0.3639832929440498
fixed_30m,obs_premium_momentum_15m_pct,-0.03034512698068159,0.03034512698068159,-0.02317360079247155,0.02317360079247155,True,0.7636679460008323
fixed_30m,obs_premium_velocity_15m_pct_per_minute,-0.03034512698068159,0.03034512698068159,-0.023195269935611718,0.023195269935611718,True,0.764382035717905
fixed_30m,obs_option_smi_gap,-0.029259473089957244,0.029259473089957244,-0.005841648145521017,0.005841648145521017,True,0.19964980666470208
fixed_30m,obs_relative_volume_6bar,0.02898822247715893,0.02898822247715893,-0.03711379288557526,0.03711379288557526,False,1.2803059213036885
fixed_30m,obs_option_atr_14_pct,-0.026329026792332955,0.026329026792332955,0.07620079451065376,0.07620079451065376,False,2.894174369287494
fixed_30m,obs_premium_momentum_30m_pct,-0.026106810087708765,0.026106810087708765,-0.02315193164933138,0.02315193164933138,True,0.8868157990788558
fixed_30m,obs_underlying_return_5m_pct,-0.025138074910160846,0.025138074910160846,0.0209509658246656,0.0209509658246656,False,0.8334355713212228
fixed_30m,obs_delta_distance_050,-0.025119584529178618,0.025119584529178618,-0.016152798415057013,0.016152798415057013,True,0.6430360500705777
fixed_30m,obs_underlying_rsi_14,0.023929974039805568,0.023929974039805568,0.05904494905185986,0.05904494905185986,True,2.4674054787373936
fixed_30m,obs_premium_momentum_5m_pct,-0.023175682737219483,0.023175682737219483,-0.021681525507677102,0.021681525507677102,True,0.9355290954538825
fixed_30m,entry_theta,-0.022811502624830116,0.022811502624830116,-0.02700284794452701,0.02700284794452701,True,1.1837382389327853
fixed_30m,obs_theta,-0.02278497294776871,0.02278497294776871,-0.027343363051015368,0.027343363051015368,True,1.200061247107737
fixed_30m,obs_directional_underlying_return_5m_pct,-0.022407126032044644,0.022407126032044644,0.0027984150569588806,0.0027984150569588806,False,0.12488951295926308
